,title,skill,address,skillAndExperience
820,"Mid/ Sr Back-end Dev(PHP, NodeJS)","[
NodeJS

, 
Python

, 
PHP

]","
Tầng 10, Tòa nhà SOHO, 27-29 Lý Tự Trọng, Hai Chau, Da Nang
See map

","
""WEBLIFE là công ty phần mềm của Nhật, và đang hướng đến phát triển với Việt Nam. Với lịch sửa hơn 25 năm trong ngành IT của Nhật Bản, công ty dự định mở rộng nhanh chóng cơ cấu công ty ở Việt Nam, đồng thời hướng đến phát triển thị trường Nhật để có thể tham gia lên sàn chứng khoán（IPO）.Công ty tập trung vào mảng phát triển mô hình IT service/SaaS product. Trong đó đặc biệt có SaaS Product của  EC（Shopify）đang rất được các nhà đầu tư Nhật Bản kì vọng và phát triển 1 cách nhanh chóng. Sự gia tăng xu hướng của EC cộng với đại dịch corona gần đây, đã làm cho thị trường này vươn lên top class của thế giới.Tuy chỉ là giai đoạn thành lập văn phòng tại Việt Nam, tuy nhiên công ty bên Nhật đang định hướng vừa sẽ tuyển dụng 10-20 nhân lực trong thời gian ngắn, đồng thời hướng đến mục tiêu IPO bên Nhật Bản. Công ty luôn tạo môi trường thuận lợi để các nhân viên sẽ cùng phát triển với công ty, có thể thử thách với các lĩnh vực để tạo ra 1 tương lai tương sáng.            
Thứ 2〜6　8:00-17:00（Nghỉ trưa 1 tiếng）　Tuần nghỉ 2 ngày        
Tăng lương tùy theo năng lực (Cũng có trường hợp không tăng lương)""               
Đánh giá năng lực 2 lần 1 năm（Tăng lươg）
Trợ cấp đi lại
Trợ cấp tiền ăn
Khám sức khỏe định kỳ（Năm 1 lần）
Bonus năm 1 lần tháng 13
Du lịch công ty hàng năm（Trong nước, tùy theo tình hình kinh doanh có thể nước ngoài）
Học tập tại Nhật（Nhân viên ưu tú có năng lực tốt）
Trợ cấp tài liệu để nâng cao kỹ năng""               

"
821,"06 Developers (NodeJS, ReactJS)","[
NodeJS

, 
Python

, 
ReactJS

]","
1C Ngo Quyen, Hoan Kiem, Ha Noi
See map

","
- Highly competitive remuneration package: Attractive monthly salary, 13th month salary, KPIs bonus, Public holiday bonus,...- Premium AON healthcare insurane and full labor insurance- 12 days Annual leave + 2 days sick leave with full paid- Luxury team-building trip and varied engagement activities- Joining the leisure clubs: Football, E-Sport, Running, Gym, Yoga....- Fully sponsored training to build your career- 5-Day Workweek- Professional, open minded and supportive working enviroment 
"
822,Mid/Sr Backend NodeJS Dev (JavaScript),"[
NodeJS

, 
JavaScript

, 
TypeScript

]","
3rd Floor, QTSC Building 1, Street No. 14, Quang Trung Software city, Tan Chanh Hiep Ward, District 12, Ho Chi Minh
See map

","

Attractive salary and benefits (13th salary, distinguished employee of the quarter and year, seniority award…)
Performance appraisal twice a year
Healthcare and accident insurance
Lunch allowance, OT meal allowance
Various training on best practices and soft skills
Team building activities in every summer, company trip, big annual year-end party every year, etc
Fitness & sports activities: football, tennis, table-tennis, badminton…
Commitment to community development: charity every quarter, blood donation, public seminars, career orientation talks…
Support for personal loans such as: home loan, vehicle loan, tuition fee…

"
823,"Backend Developer - Nodejs, Microservice","[
NodeJS

, 
SQL

, 
PostgreSql

]","
Tòa nhà Robot, 308C Điện Biên Phủ, District 3, Ho Chi Minh
See map

","

Develop advanced programming skills from industry leaders
Gain programming experience from a variety of projects, platforms and systems
Get to learn new knowledge related to AI, Machine learning, Big Data, Automation from industry experts and corporate resources
Improve English skills and communication skills
Enjoy the policy of social insurance, health insurance and other benefits in accordance with the provisions of the Labor Law and the Company.
To buy insurance Bao Viet health check, join company trip every year
Have a chance to raise salary ahead of time. Enjoy the 13th month salary and bonus according to the project progress.
Wages for overtime work as prescribed (x1.5 with weekdays, x2 weekends)
The working environment at Chi Doanh is completely transparent, with no political factors affecting the work.

"
824,.NET/Java/NodeJS Backend Developer ~40M,"[
NodeJS

, 
Java

, 
.NET

]","
TT-02, Khu văn phòng và nhà ở 536A Minh Khai, Phường Vĩnh Tuy, Hai Ba Trung, Ha Noi
See map

","

Mức lương: Thỏa thuận theo năng lực. (Từ 20.000.000 VNĐ - 40.000.000 VNĐ)

Thử việc 02 tháng hưởng 100% mức lương chính thức.

Được hưởng 12 ngày phép/ năm + Thưởng lễ - tết theo quy định công ty.
Hỗ trợ tiền ăn trưa và gửi xe hàng tháng.
Hưởng đầy đủ các chế độ theo quy định của nhà nước (BHXH, BHYT, BHTN,…).
Công ty sẽ cung cấp trang thiết bị đầy đủ để phục vụ công việc.
Trà, Coffee, đồ ăn vặt cho ngày làm việc.
Tham gia các hoạt động teambuilding, nghỉ mát hàng năm, đá bóng hàng tuần.

"
825,"Nodejs Backend Developer (NodeJS,AWS,Javascript)","[
NodeJS

, 
JavaScript

, 
AWS

]","
Tầng 2, toà nhà Nam Anh, Số 2 ngõ 63 Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Tu Liem, Ha Noi
See map

","

Mức lương cơ bản: 15-25 triệu/tháng tuỳ theo năng lực + thưởng theo hiệu quả công việc.
Thời gian làm việc: 5 ngày/tuần - 7 giờ/ngày, từ 9h đến 17h30 (7h/ngày), từ T2 - T6, nghỉ thứ 7, chủ nhật.
Phụ cấp ăn trưa, liên hoan, giải trí, thăm hỏi.

Hỗ trợ nơi để xe.
Được hưởng các chính sách phúc lợi theo quy định của công ty.
Thưởng Quý, thưởng Tết theo hiệu quả công việc.
Xét review lương 2 lần hàng năm.
Du lịch cùng công ty, các hoạt động team building 3-4 lần mỗi năm.
Công ty đóng 100% phí Bảo hiểm xã hội và bảo hiểm y tế, bảo hiểm thất nghiệp cho người lao động.
Chế độ phúc lợi khác: được hưởng theo quy định của công ty.
Được làm việc trong môi trường Startup năng động, sáng tạo, nhiều cơ hội để phát triển bản thân.
Được đóng BHXH, BHYT, BHTN.

"
826,"Backend Web Dev (MySQL, NodeJS, MongoDB)","[
NodeJS

, 
MySQL

, 
NoSQL

, 
Fresher Accepted

]","
37/5 Be Van Cam Street, Tan Kieng Ward, District 7, District 7, Ho Chi Minh
See map

","

Môi trường trẻ chuyên nghiệp, năng động, sáng tạo, phát triển, nơi mọi ý tưởng đều được hoan nghênh, có nhiều cơ hội thăng tiến
Được cử đi đào tạo nâng cao năng lực, thoải mái đề xuất ý tưởng để nâng cao hiệu suất làm việc.
100% lương nhân viên chính thức kể từ ngày đầu tiên làm việc.
Được hưởng đầy đủ các chính sách về lao động theo luật lao động về Lương, thưởng, nghỉ Lễ, Tết và tháng lương thứ 13
Trang phục tự do, phòng làm việc rộng rãi đầy đủ tiện nghi.
Góc sách miễn phí với những cuốn sách mới được mua hàng tháng.
Các câu lạc bộ công ty miễn phí tham gia: Bóng đá, Yoga, Bơi lội…

"
827,JavaScript Dev (NodeJS/ReactJS) - $2500 + Bonus,"[
JavaScript

, 
NodeJS

, 
ReactJS

]","
2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh
See map

","
Competitve Salary and Brilliant Health Benefits
Attractive salary (13th-month salary, salary review twice/year) and project bonus
Bonus programs for candidate referral, technical article writing
Interest-free loan support for personal plan 
Allowance for sickness, maternity and paternity and Periodic health examination
PVI health care program 
The staff of the quarter and year reward
Progressive and Fun Working Environment
A professional English-speaking working environment with Agile – Scrum model
Hybrid Working Model: Flexible working time and WFH support. 
Surrounded with friendly, open-minded, young and supportive colleagues 
Annual company trip and regular team-building parties, party celebration (Christmas, Birthday, Mid-autumn,...), Sports clubs (football, badminton, swimming …)
Valuable Training
Sponsor examination fee for professional certificates (AWS, Azure, IELTS, PMP, Scrum Master,...)
Sponsor fee for joining any technical training sessions and courses.
Free English courses

"
828,04 Jr-Sr. Backend Web Developers (PHP/NodeJS),"[
PHP

, 
NodeJS

, 
Laravel

]","
7th FL, Peakview Tower, 36 Hoang Cau Street, Dong Da, Ha Noi
See map

","
WHY MEDICI?Considering whether it‘s worthwhile joining us? Here are the top 4 facts.

Fast-track career tailored to your strengths: Can’t compromise deadlocked processes and conventional career roadmap? We don’t have such things at Medici. You shine. You contribute. You get lifted to your worthy position. Period.

Growing your competencies with top experts: We are a start-up made of veterans: Insurers and techies, marketers and business developers from the top companies.

Dynamic and diverse environment: We value diversity and inclusivity. We create a natural habitat for you to thrive as long as we work on a vision, you are a part of the team.

Making social impacts across every move: Protecting the life of millions, or creating technology initiatives are not stock phrases for us. We are living those words everyday, as we seek to address the complexity of insurance and healthcare in low-tier cities nationwide like Dak Nong, Lai Chau, Con Dao, etc.
WHAT MEDICI WOULD OFFER
Class A office with cool workspace in Hanoi, Ho Chi Minh and Thanh Hoa center.
Office exchange opportunity (Hanoi - HCM office)
Work with leading experts and talented partners.
Work in a transparent, trustable and inspirational environment.
Have social insurance, health insurance, PTI care and time off due to Vietnam National Law.
Get favourable deal on internal purchasing for company product(s)
Performance bonuses and awards.
Participate in bonding and well-being activities: Company events, Happy Friday, Monthly Birthday party, Mediball Football Club, Physical and mental healthcare workshop, etc.

"
829,Senior NodeJS Developer (Remote/Hybrid),"[
NodeJS

, 
Agile

, 
JavaScript

]","
Tòa nhà Udic Complex, N04, Hoàng Đạo Thúy, Trung Hòa, Cau Giay, Ha Noi
See map

","
Benefits & Compensations
Competitive income according to work experiences and individual capacity;
Social insurance & contributions & insurance in line with Vietnamese Labor Law;
13th-month salary and bonus based on job results;
Premium 24/7 accident insurance & private healthcare coverage for you and your family members;
High-end working equipment with all peripherals you need to work comfortably. 100% of our employees are equipped with MacBooks;
Remote/ Hybrid working mode in support of work-life balance;
Free coffee, tea, and snacks at the office;
Team bonding activities throughout the years celebrating new hires onboarding, work anniversaries, and birthdays. Annual events such as Year End Party and Company trip are also on the program;
Super fast-paced growing startup with a young, dynamic, and professional working environment;
Exposure to cutting-edge & trending technologies (Blockchain, Web3, FinTech, etc.)
Office Address:
UDIC Complex, N04 Hoang Dao Thuy Street, Hanoi
Nationwide

"
830,"[Ha Noi] Back-End Developer (Golang, NodeJS)","[
Golang

, 
SQL

, 
NodeJS

]","
5th floor, Stellar Garden Building, 35 Le Van Thiem, Thanh Xuan, Ha Noi
See map

","

Salary range: upto $3,500 (net) for Senior, $1,000 - $2,000 (net) for Junior/ Middle with 1 month probation period (full salary)

Social insurance 100% salary.

Signing bonus
Review quarterly (Bonus min 1 month salary)
Package salary: Min >15 month salary/ year (Not including review quarterly)
Lunar New Year, New Year bonus
Get 1 free card at Stellar Fitness (gym, yoga, zumba, 4-season swimming pool, healthy massage, sauna, cafe…)
Provided with Macbook & other devices for work
Salary review twice a year (Unlimited)
Rest room, game room, slack, coffee, tea,...
Chance to work, train or switch to Blockchain industry (very hot now)
Social insurance, health insurance Travel, vacation, Tet holiday, public holiday....
A successful qualified candidate will work with the youth dev team, develop and scale current business. We are using outsourcing and solutions to make revenue and reinvest into our team ideas to break the world.

"
831,[Remote] Javascript Devs (Vuejs/Nodejs) - New branch,"[
JavaScript

, 
NodeJS

, 
VueJS

]","
Đang trong quá trình setup, Other, Da Nang
See map

","

Thử việc nhận full lương, đóng BHXH full lương
Thưởng tháng lương thứ 13
Xét tăng lương 2 lần/năm 
Các loại trợ cấp ăn trưa, tiếng Nhật, đi lại lên đến 5 triệu đồng/tháng
Trợ cấp chức vụ (Leader) lên đến 6 triệu/tháng
Cấp Macbook kèm server riêng
Làm việc giờ hành chính 8:00 - 17:00, từ thứ Hai - Sáu
Chế độ xin nghỉ - làm bù linh hoạt
Khám sức khỏe hàng năm tại bệnh viện uy tín
Du lịch hàng năm, team building hàng tháng
Free snack, coffee, tea
Các câu lạc bộ bóng đá, cầu lông
Môi trường thân thiện; cấu trúc phẳng, mọi ý kiến của nhân viên đều được lắng nghe và tiếp thu
Có lộ trình phát triển rõ ràng cho từng cá nhân
Hưởng đầy đủ các quyền lợi khác theo quy định chung của công ty và pháp luật

"
832,"Blockchain Developer (Golang, NodeJS)","[
Blockchain

, 
NodeJS

, 
Golang

]","
24 - 26 Phan Dinh Giot, ward 2,, Tan Binh, Ho Chi Minh
See map

","

Attractive salary and benefit package
International and professional working environment
Training program on the latest technologies (blockchain)
More than a job, you will find yourself in an exciting career with:
 Attractive compensation & benefits
 13-month and annual performance bonus
 Salary review
 Macbook provided
 Training and career development opportunities
 A solid development team - great coworkers
 40 flexible working hours per week from Monday to Friday
 Health care insurance
 International environment
 Support for Training and professional development
 Chance to work with partners in more than 11 countries
 Other benefits as per stated in Vietnamese Labor Law

"
833,"NodeJS Developer (Javascript, TypeScript) ~ 1500$","[
NodeJS

, 
JavaScript

, 
TypeScript

, 
Fresher Accepted

]","
 Duong Dinh Nghe, Cau Giay, Ha Noi
See map

","
1.Chính sách phát triển nhân lựcNguồn nhân lực chất lượng cao là mục tiêu ưu tiên hàng đầu tại Newwave Solutions. Do đó, chúng tôi luôn không ngừng xây dựng và hoàn thiện những chính sách để thu hút, bồi dưỡng và đãi ngộ xứng đáng đối với nhân tài như:- Thường xuyên tổ chức các khoá đào tạo nội bộ hoặc gửi nhân sự đi đào tạo tại các cơ sở uy tín để nâng cao năng lực chuyên môn- Phong cách quản lý phương Tây chuyên nghiệp, năng động, tư duy cởi mở, sáng tạo, hỗ trợ, thân thiện và khuyến khích phản hồi.- Ban Giám đốc Công ty thường xuyên thông báo chiến lược, kế hoạch phát triển và các cơ hội mới của Công ty cho nhân viên.2. Cơ hội thăng tiếnĐến với Newwave Solutions, ứng viên có cơ hội được:- Làm việc trong môi trường trẻ, năng động, cơ hội thăng tiến rõ ràng- Được tạo điều kiện tối đa để phát triển năng lực cá nhân, tập thể và năng suất làm việc- Cơ hội làm việc với các dự án đa dạng khách hàng thị trường tiếng Nhật, tiếng Anh và trong nước.3. Lương thưởng- Lương thưởng cạnh tranh, đầy đủ các chế độ theo Luật lao động hiện hành- Thưởng lương tháng 13, thưởng kinh doanh từ 1 đến 3 tháng lương, thu nhập trung bình từ 14 tháng lương/năm, thưởng giới thiệu ứng viên, thưởng dự án, thưởng theo năng lực cá nhân, signing bonus ...- Các hoạt động tri ân, chăm lo đời sống tinh thần CBNV và người thân...- Chăm sóc sức khỏe định kì hàng năm- Bảo hiểm chăm sóc sức khỏe PTI hấp dẫn bao gồm bảo hiểm sức khỏe và tai nạn bên cạnh các bảo hiểm cơ bản theo quy định của Bộ luật Lao động- Được cấp laptop/máy tính làm việc - Quà Tết, Quà sinh nhật công ty, Quà chào mừng nhân viên mới ...4. Thời gian làm việc: từ thứ 2 đến thứ 6, nghỉ cuối tuầnChấm công linh động, buổi sáng (8h30-9h00), buổi chiều (17h30-18h00), làm việc 8 tiếng/ngày
"
834,NodeJS Backend Developer (Fresher/Junior),"[
NodeJS

, 
Agile

, 
AWS

, 
Fresher Accepted

]","
Tầng 8, Toà nhà Viwaseen, 48 Tố Hữu, Nam Tu Liem, Ha Noi
See map

","
Giới thiệuMinu là nền tảng phát phim trực tuyến và ứng dụng di động có trụ sở tại Singapore. Chúng tôi kết nối người xem trên toàn cầu và mang đến những chương trình giải trí, bộ phim bom tấn mới nhất cùng các tính năng tương tác dễ dàng ngay trong tầm tay bạn, chắc chắn mang đến những buổi tối thứ 6 tại nhà không thể nào quên.   Tích hợp tất cả các tính năng trong một nền tảng của MINU giúp việc chọn lọc phim và chương trình truyền hình để thỏa sức xem và tương tác với những người dùng khác dễ dàng hơn bao giờ hết, bất kể họ đang ở đâu trên thế giới. Dù bạn là người khao khát tìm kiếm cảm giác mạnh trong phim kinh dị hay muốn chiêm ngưỡng những hiệu ứng hình ảnh tuyệt vời của phim hành động, bạn đều có thể truy cập vào tất cả các bộ phim yêu thích từ các dịch vụ phát phim trực tuyến chỉ từ một nơi, bao gồm tất cả các thể loại phim dành cho những người đam mê điện ảnh.Cùng xem một bộ phim hài với những người thân của chúng ta là cách tuyệt vời để thư giãn và nạp năng lượng sau một tuần dài. Tuy nhiên, không phải lúc nào chúng ta cũng có thời gian gần gũi gia đình và bạn bè. Đây là lúc MINU xuất hiện. Chúng tôi giúp kết nối giữa người với người và mang lại sự giải trí khi đang ở xa nhau. Nếu bạn đang muốn gặp gỡ những người bạn mới hoặc đối tượng để hẹn hò, hãy ghép đôi với người dùng khác trên ứng dụng, mời họ cùng thưởng thức một chương trình do bạn chọn và để tình cảm nảy sinh.Với MINU, bạn sẽ không bao giờ cảm thấy cô đơn một mình trong những buổi xem phim đêm nữa. Chúng tôi sẽ lấp đầy trải nghiệm của bạn bằng tiếng cười, niềm vui và sự đồng hành. Lấy một món ăn nhẹ và bắt đầu phát trực tuyến, ghép đôi và kết nối với cộng đồng người dùng của chúng tôi trên toàn cầu! Giá trị cốt lõi1.Lấy người dùng làm trung tâmChúng tôi bị ám ảnh bởi người dùng. Mục tiêu của chúng tôi là tạo ra những trải nghiệm tuyệt vời bằng cách làm việc liên tục để tăng lợi ích cho người dùng. 2. Khuyến khích thực hiện những ý tưởng mới Chúng tôi không ngừng tìm kiếm những ý tưởng mới và đề cao tư duy vượt khuôn khổ.Chúng tôi chấp nhận những thất bại trong thử nghiệm để tạo ra những sản phẩm đột phá và tối ưu hóa hiệu suất.3. Tò mò, học hỏiSự tò mò là mạch sống của nền văn hóa chúng tôi. Chúng tôi đặt ra những câu hỏi táo báo và dũng cảm bởi vì chúng tôi biết đó là điều xây dựng nên sự hiểu biết. Sức mạnh của sự tìm tòi là điều khiến MINU phát triển thành công.4. Giữ gìn chính trựcChúng tôi cư xử trung thực, chính trực, cởi mở và công bằng với khách hàng, đối tác và đồng nghiệp. Uy tín là điều tối quan trọng và lời nói của chúng tôi là sự cam kết - “Chúng tôi nói điều chúng tôi muốn và chúng tôi làm điều chúng tôi nói”. Chúng tôi thẳng thắn về những sai lầm và thất bại của mình, vì biết rằng đó là cách học hỏi hiệu quả nhất.5. Đón nhận thách thức Chúng tôi hiểu rằng thách thức càng lớn thì cơ hội để phát triển càng lớn. Chúng tôi luôn sẵn sàng đón nhận những thử thách mới và vượt qua chúng. Địa chỉ làm việc Tố Hữu, Nam Từ Liêm, Hà Nội
"
835,"FullStack Developer (PHP, NodeJS)","[
PHP

, 
NodeJS

, 
Laravel

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

Dynamic, technological and Agile working environment.
Self-development: online technical seminar, career talk and various trainings on hot-trend. technologies, languages and soft-skills.
Talented and enthusiastic fellows.
Creative office spaces with free coffee, snacks and table tennis, billiards.
13th month salary, Annual salary raise review.

"
836,"Backend Developer (Java, Nodejs)","[
NodeJS

, 
Java

, 
Spring

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

Dynamic, technological and Agile working environment.
Self-development: online technical seminar, career talk and various trainings on hot-trend. technologies, languages and soft-skills.
Talented and enthusiastic fellows.
Creative office spaces with free coffee, snacks and table tennis, billiards.
13th month salary, Annual salary raise review.

"
837,"FullStack Developer (ReactJS, NodeJS)","[
ReactJS

, 
JavaScript

, 
NodeJS

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

Dynamic, technological and Agile working environment.
Self-development: online technical seminar, career talk and various trainings on hot-trend technologies, languages and soft-skills.
Talented and enthusiastic fellows.
Creative office spaces with free coffee, snacks and table tennis, billiards.
13th month salary, Annual salary raise review.

"
838,Web Developer (Ruby on Rails/PHP/NodeJS),"[
NodeJS

, 
Ruby on Rails

, 
PHP

]","
76 B2 Street, An Loi Dong Ward, , Thu Duc City, Ho Chi Minh
See map

","
At Motorist.sg, we believe in work hard, play hard – We take pride in our fun and enjoyable working environment. You will get to work in Vietnam’s first professional large-scale co-working space located right in the heart of Saigon. You’ll also get to travel to Singapore for work-and-learn benefits, seize opportunities to upgrade your skills and futher develop your command in English with fellow colleagues in Singapore. Join us to be part of one of the leading car portals in Singapore! 
We are one of the leading car portals in Singapore (SME company)
Work in a startup environment with young, smart and driven individuals
Beautiful co-working space equipped with a library, resting space, indoor garden, bathroom and community bar
Excellent salary with good benefit.
Allocate modern working devices: Laptop, Macbook, Second Monitor, Test Phone, etc...
PVI Health Insurance.
Compulsory insurance according to Vietnam Labor Law base on gross salary.
Salary review based on performance yearly.
Unlimited potential for the career path.
Free and unlimited coffee, tea, snack, fruit... in office.
Yearly company trip - Year End Party.
12 days annual leaves, increase 1 day every year . Working hours: 7 hours x 5 days/week (Monday to Friday)

Free language training: English (company-sponsored).
A chance for you to learn and speak in English with your colleagues in Singapore
Receive the opportunity to travel to Singapore to work and learn

"
839,Backend Developer (Python/NodeJS/Django),"[
Python

, 
Django

, 
NodeJS

]","
96 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, District 3, Ho Chi Minh
See map

","
3F forever: you are guaranteed to experience our 3F office motto “FOOD, FRIENDS AND … FUN”.You'll learn a lot: we don't do outsourcing so you won't have to deal with the frequent technology switch that comes with a new outsourcing project (and therefore not having enough time to really master any of them). Here you are the owner of your slice of the product. You'll have the opportunity to dig deep into whatever technology you're working with and become really good at it. There are milestones to follow, but in general you'll manage your own tasks and set your own pace.Young and dynamic working environment: we try to maintain an easygoing working environment where there is no rigid structure, everyone's feedback is valued and you're free to chime in any topic you like. We need the different perspectives.Work hard, play hard: we like you to play as hard as you work, too. We've got darts, hoop, guitar in the office with more coming soon.Annual off-site trip: our first trip was to Shanghai.Unlimited food, drinks and snacks: from “mì gói” to sausage to Red Bull, you name it, you have it. Plus, you can always eat while you work, no need to wait for the common break.Flexible salary reviews: you perform well, you get a raise. At any time of the year. No need to wait for an annual salary review.Other benefits: 
13th month salary.
Standard 40-hour work week, from Monday to Friday.
12 days of annual leave.
Social, medical and unemployment insurance plus other benefits in accordance with regulations.

"
840,"Backend Developer (NodeJs, AWS)","[
NodeJS

, 
DevOps

, 
AWS

]","
Toà nhà M.G Building, 345 Phạm Văn Bạch, Phường 15, Tan Binh, Ho Chi Minh
See map

","

Excellent salary. 100% salary in probation period.
Year End Party: vote for ""The employee of the year""
Salary review based on performance every year
Unlimited potential for career path
Lots of chances to have onsite training/ working project in Singapore
Fantastic, friendly and professional working environment
Parking allowance, unlimited snacks, and drinks
Regular team-building activities
Bao Viet insurance
5 working days per week. From Monday to Friday (09:00-18:00)

"
841,"NodeJS Dev (JavaScript, TypeScript)","[
NodeJS

, 
JavaScript

, 
TypeScript

]","
Tòa Nhà 48/141 Đường Nguyễn Khang, Yên Hòa, Cau Giay, Ha Noi
See map

","

Mức lương cơ bản: 13-25tr/tháng tùy theo năng lực + thưởng theo doanh thu
Lộ trình thăng tiến rõ ràng, xét tăng lương định kỳ 6 tháng, tiêu chí xét duyệt rõ ràng
Được đào tạo bài bản, cung cấp máy tính trang thiết bị phục vụ làm việc
Ký HĐLĐ, đóng BHXH
Môi trường làm việc trẻ trung, năng động
Thời gian làm việc: 8h15-17h30 từ thứ 2 đến thứ 7 hàng tuần

"
842,"Frontend Developer (ReactJS, NodeJS)","[
ReactJS

, 
JavaScript

, 
NodeJS

]","
Centec Tower - 72-74 Nguyen Thi Minh Khai, District 3, Ho Chi Minh
See map

","
Attractive Benefits:
Great salary package. Annual performance review.
13th-salary Bonus for all staff.
14th-salary Bonus for those who have worked for more than 5 years.
Premium Healthcare Insurance Package and Annual Health Check-up for all staff.
Loyalty Employee Benefit: all staff who have worked for more than 1.5 years will receive a package (VND 3mil, VND 5mil, VND 10mil)  EVERY year to go on a vacation, have a luxury meal, or enjoy a fancy service with family and friends.
Sponsor and encourage staff to study courses by covering tuition fee and examination fee, and give out a bonus for the certificate the staff gets.
Good career advancement opportunities.
Product-oriented. Agile project management style. Dynamic and English-speaking working environment.
Opportunity to acquire technical knowledge and experience in the latest technologies.
Opportunity to go work on-site.
At least 17 annual leaves.
Company trip, Year-End Party.
Friday Party, Salary Day Celebration, Teambuilding outdoor activities.
Free coffee (cappuccino, cafe latte, latte macchiato, etc), milk and juice. Kitchen and Library at work. Billards and darts are equipped for your enjoyments and convenience.
Working hours: 8 hours x 5 days/week (Monday to Friday). Thirty-min break at 4 PM every day.
Free language training: English (company-sponsored).

"
843,Back end Developer (Java/NodeJS),"[
Java

, 
NodeJS

]","
91 Sai Gon Royal, Pasteur, District 1, Ho Chi Minh
See map

","
Mirae Asset Finance Viet Nam aims to build a ""Professional - Friendly - Effective"" working environment. Our strategic objective is to provide a working place with attractive package, growth opportunity, and sustainable development. Additionally, we have a competitive bonus policy, including but not limited to 13th salary, KPI bonus, in order to recognize all your good performance and effort at MAFC.Moreover, other benefits are also applied as below: 
Internal training & offshore training
15 days annual leave
Flexible internal career opportunity
Personal Insurance package (from middle level up)
Other sllowance & benefit following company's policy
At Mirae Asset Finance Viet Nam, we care about your career path & benefit. 
"
844,02 Backend Developer (NodeJS/Golang),"[
Golang

, 
JavaScript

, 
NodeJS

]","
24 - 26 Phan Dinh Giot, ward 2,, Tan Binh, Ho Chi Minh
See map

","

Attractive compensation & benefits
13 month and annual performance bonus
Salary review
Macbook provided
Training and career development opportunities
A solid development team - great coworkers
40 flexible working hours per week from Monday to Friday
Health care insurance
International environment 
Support for Training and professional development
Chance to work with partners in more than 11 countries
Other benefits as per stated in Vietnamese Labor Law

"
845,"Jr. Full Stack Dev(NodeJS, ReactJS)","[
ReactJS

, 
NodeJS

, 
TypeScript

]","
12-A Floor, Vincom Center, 70-72 Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh
See map

","
Work Hours8:00 - 17:00※ After the probationary period is over, employees can use flex time policy (come late or leave early) when having unexpected personal affairs, the required time to be at the company in this case (core time) is from 09:00 - 15:00.Holiday & Day off
Two days off on weekends (Saturday, Sunday)
Public holidays and Tet holidays according to the regulations of Vietnam
Summer vacation in accordance with the company's regulations
Funeral leave, marriage leave, and paid leave (provided in accordance with Vietnam's Labor Law)
Benefits
Insurance under the provisions of Vietnam's Labor Law 
Japanese language allowance (for employees with Japanese language proficiency N1-N3) 
Technical allowance (information processing engineer examination (FE, AP))
AWS (Provided only within the validity period of the qualification) 
Travel allowance 
Lunch allowance 
Kindergarten tuition for staff's children (with conditions for payment) 
Tuition for Japanese language school (with conditions for payment) 
Annual health check-up 
Annual company trip 
Happy money when employee gets married (accordance with the company's regulations) 
Happy money when employee / employee's wife gives birth (accordance with the company's regulations) Others 

"
846,"Backend NodeJS Dev (Javascript, MySQL)","[
NodeJS

, 
MySQL

, 
JavaScript

]","
Số 515B, Lê Trọng Tấn, Sơn Kỳ, Tan Phu, Ho Chi Minh
See map

","
Lương & Thưởng:
Lương cơ bản up to 1500$ tùy năng lực từng ứng viên sẽ đàm phán tại buổi PV
Lương = bằng năng lực – không giới hạn đề xuất
Thưởng = bằng phạt
Ưu tiên tự đề xuất lương + thưởng + cổ phần.
Địa điểm & thời gian làm việc :
Địa điểm làm việc : 515B Lê Trọng Tấn, Tân Phú, HCM
Vị trí cố định: 8h – 12h, 13h30 – 17h30.
Làm việc từ thứ 2 đến hết sáng thứ 7.
Vị trí không cố định: quản lý bằng hiệu xuất và hiệu quả công việc
Chế độ đãi ngộ:
Ký hợp đồng thử việc sau khi đồng ý tuyển dụng. Hợp đồng thử việc 2 tháng. 80% lương cơ bản + phụ cấp
Ký hợp đồng thời hạn sau thử việc . Hợp đồng thời hạn 6 tháng. 100% lương cơ bản + phụ cấp
Ký hợp đồng chính thức và đóng bản hiểm. Lương 100% cơ bản + Tăng ngay nếu năng lực tốt + Phụ cấp
Nhận lương vào 25 và mùng 5 hàng tháng
Ứng lương 50%, linh hoạt
Thưởng theo KPI ( Phạt tương ứng ) – Theo phòng ban
Thưởng lễ tết tuỳ theo thời điểm
Hỗ trợ ăn trưa theo ngay làm việc : 30.000 VND
Café, nước ngọt…miễn phí
Du lịch trong và ngoài nước theo năm
1 tháng có 1 ngày nghỉ phép
Lương trả vào ví hihi
Nghỉ việc báo trước 1 tháng.

"
