,title,skill,address,skillAndExperience
756,(Senior) Java Developer (HN/HCM),"[
Java

, 
Spring

]","
Tower 2 (T26) Times City, 458 Minh Khai, Hai Ba Trung, Ha Noi
See map

","

2 - 4 years of experience in Java, Spring, Oracle, MySQL
Experience with system for B2C/B2B business model is a big plus
Experience with RESTful APIs, Microservices
Good at algorithm is a big plus
Experience with Docker/Kubernetes and Cloud Infrastructure is a plus
Proactive attitude and good communication skills

"
757,"ZaloPay, Staff Software Engineer (Java)","[
Java

, 
OOP

, 
Software Architect

]","
VNG Campus, Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

Have implemented and delivered distributed systems on a large scale.
Experiences with distributed transaction algorithms such as TCC, SAGA, Two-Phase Commit.
SQL, NoSQL database knowledge.
Distributed Caching such as Redis.
Distributed Locking such as ZooKeeper.
Distributed Event Streaming Platform such as Kafka.
Write high-quality & maintainable codes. We work mostly in Java. However, languages are tools and we care more about your mindset & general engineering skills.
Have experience in operating and maintaining a large scale system.
Have experience in tracing system problem
Are interested in solving business problems for ZaloPay’s Payment Engine team.
The following skills would be nice to have
Java technologies: Spring Boot, Reactive Programming, Concurrent/Parallel Programming, Messaging Frameworks, ...
Experiences with big-data technologies such as Apache Kafka, and OLAP.
Experiences with financial-related platforms/products are a plus.
Knowing how to work with K8S or cloud services, e.g GCP, AWS... is a big plus.

"
758,Mid/Senior Java Developer (JOING BONUS),"[
Java

, 
OOP

, 
Spring

]","
373-375 Nguyễn Trọng Tuyển, Phường 2, Tan Binh, Ho Chi Minh
See map

","
What We Need From You:Must-have skills:Knowledge:
Broad background in Computer Science, especially with Data Structures & Algorithm.
Good knowledge of OOP.
Good understanding software principles and design patterns.
Basic understanding of Scrum and Agile.
Experience:
Solid Java experience and knowledge of threading, concurrency, web services  (RESTful).
Good experience with Spring framework (Spring Bean, Spring AOP, Spring Data,  Spring MVC), Spring Boot, Hibernate.
Well versed with Maven, JUnit, Git and other development tools.
Have experience in Java software development.
At least 2+ years of Java experience and knowledge of threading, concurrency, web services  (RESTful)
Soft-skills:
Fair English speaking, reading and writing;
Demonstrated organizational, analytical, and problem-solving skills;
Able to work with “Can-Do” spirit.
Nice-to-have skills:
Experience with NoSQL Database is a plus.
Experience with Kubernetes, Istio, or Envoy is a plus.
Experience with gRPC is a plus.

"
759,Senior Backend Engineer (Java),"[
Java

, 
AWS

, 
Spring

]","
81 Cao Thang, Ward 3, District 3, Ho Chi Minh
See map

","

Bachelor's degree in Computer Science with 4+ years of relevant experience in enterprise applications, preferably in Spring framework and Web services, UI frameworks (AngularJS, ReactJS etc.)
Has experience in translating technical concepts into language for audiences, including software engineers, business and technical leaders.
Good problem solving and analytical skills.
Have knowledge of the software development life cycle, SCM tools and CI/CD pipeline.
Good communication skills.
High energy, motivated team player.
Experience of working within a tech startup and hyper growth environment.
Comfortable with fast paced operations and not be afraid to ""roll up your sleeves"" to get things done.
Good English written and verbal communication skills

"
760,Java Developer (Linux),"[
Java

, 
Linux

, 
Networking

]","
121 Le Loi, District 1, Ho Chi Minh
See map

","

A University Qualification or College degree in Software Engineering or related fields
4+ years of core Java development experience

Experience with automation testing framework e.g., TestNG, Cucumber 

Good knowledge about Networking and Linux system 
Good experience in using Maven, Git and Docker
Good at English communication skills
Experience in Scrum/Kanban Agile Framework is a plus

"
761,"3 Automation Tester (Java, Python)","[
Tester

, 
Python

, 
Java

]","
57 Lý Thường Kiệt, Hoan Kiem, Ha Noi
See map

","
• Tốt nghiệp đại học chuyên ngành Công nghệ thông tin hoặc Kinh tế - Quản lý/Tài chính - Ngân hàng• Kinh nghiệm Kiểm thử 02 - 03 năm trong lĩnh vực Công nghệ thông tin của ngân hàng, có trên 1 năm kinh nghiệm trong automation testing mobile hoặc web.•Có kinh nghiệm phát triển Data lake : MongoDB, Elasticsearch, Apache Hadoop, Apache Hive, Apache Kafka, NoSQL, Java, Python• Hiểu biết về nhiều automation test framework và phương hướng automated testing.• Có thể giao tiếp, trao đổi, email, đọc các tài liệu bằng tiếng Anh trong lĩnh vực chuyên môn.• Cẩn thận, tiếp thu nhanh các giải pháp công nghệ mới và vận dụng vào trong công việc.• Chịu được áp lực công việc cao.Ưu tiên ứng viên:- Có kiến thức về quy trình, nghiệp vụ ngân hàng- Có kiến thức về phân tích, thiết kế phần mềm cũng như các quy trình liên quan- Đã làm ở vị trí tương đương tại các ngân hàng/định chế tài chính nước ngoài hoặc các ngân hàng có quy mô và trình độ phát triển tương đương hoặc hơn TPBank- Ứng viên đã có kinh nghiệm sử dụng các công cụ kiểm thử tự động như: Jmeter, SoapUI, Postman, Selenium, Katalon, Mobile automation test,…- Ứng viên đã có kinh nghiệm viết kịch bản test bằng ngôn ngữ lập trình hướng đối tượng: Java, C#, ...
"
762,"Android Developer (Java, OOP)","[
Android

, 
OOP

, 
Java

]","
NV05, Imperia Garden, 143 Nguyễn Tuân, Thanh Xuan, Ha Noi
See map

","

Có kinh nghiệm phát triển ứng dụng Android native (Java).
Hiểu và làm việc được với các mô hình OOP, MVC, MVVM, sử dụng thành thạo các Design pattern.
Có kinh nghiệm với Restful API, Third Party. 
Sử dụng thành thạo các công cụ Android Studio, Git, Jira, Figma.
Biết Flutter là lợi thế
Tiếng Anh giao tiếp khá

"
763,"Mobile App Developer (iOS/Android, Java)","[
Java

, 
Android

, 
Swift

]","
H18 Đường số 7, Khu Tái Định Cư 17,3ha, Phường An Phú, District 2, Ho Chi Minh
See map

","

Có kinh nghiệm 2 năm trở lên về Java, Swift
Kỹ năng khác: Giao tiếp, thuyết phục tốt, lập báo cáo, làm việc nhóm
Tiêu chí khác: có tinh thần cống hiến cao.

"
764,"10 Java Dev (Spring, PostgreSql) ~$2000","[
Java

, 
PostgreSql

, 
Spring

]","
5th Floor, TechnoSoft Building, 15/8 Duy Tan Str, Cau Giay, Ha Noi
See map

","
– Có tối thiểu 06 tháng kinh nghiệm làm việc với ngôn ngữ Java.– Sử dụng được một trong các framework Java như: Spring, Hibernate,..– Thành thạo các hệ quản trị cơ sở dữ liệu: PostgreSQL, MySQL, IBM DB2.– Đọc hiểu tiếng Anh chuyên ngành.– Ưu tiên ứng viên có khả năng giao tiếp được bằng tiếng Anh hoặc tiếng Nhật.– Ưu tiên ứng viên đã từng làm việc ở môi trường các công ty có liên quan đến Nhật.
"
765,"Java Developer ( J2EE, Spring, English)","[
Java

, 
Oracle

, 
Spring

]","
33 Ba Vi Street, Ward 04, Tan Binh, Ho Chi Minh
See map

","

Minimum 2-3 years with Java/ J2EE, Spring frameworks technologies.
Experienced in HTML, CSS, JavaScript, jQuery, Angular; 
Have knowledge: minimum 1 year about Oracle or Postgres Database; Azure (AKS,APIM);
Have a knowledge: ER diagram, to create Procedure, Microservice
Experience in software development projects in Banking/Insurance is a plus.
Strong team working ability and work independently is a plus
Able to communicate in meeting using English

"
766,"Sr/Team Leader Java - Sign on bonus (Java, Agile)","[
Java

, 
Agile

, 
Team Leader

]","
Anna building, Quang Trung sofware city, District 12, Ho Chi Minh
See map

","
FOR THIS EXCITING MISSION YOU ARE EQUIPPED WITH...

At least 5 years of experience in programming software using Java, modern cloud software architectures, and related technologies.
Excellent interpersonal skills Keen on details Fluency in English, spoken and written.
Event-driven architectures using AWS services
Experience implementing and running high-performing containerized applications at scale with ECS or Kubernetes
Experience with Agile SCRUM development method and managing a Scrum team.
Solid knowledge and experience with OOP, SOLID principles, and design patterns.
Experience with standard software qualities.
Exceptionally self-motivated and directed.

"
767,"50 Software Developer (C/C++, Java)","[
Java

, 
C++

, 
Oracle

]","
Centec Tower, District 3, Ho Chi Minh
See map

","
- 2-6 years of experience.- Back-end Developer:  Proficiency in C/C++, Java base on Unix, Linux.- Web Developer:  Experienced in     + Java frameworks (J2EE, Spring, etc.)     + Web services (RESTful, SOAP, etc.)     + XML, JSON, HTML, CSS, Bootstrap, JavaScript, jQuery, Ajax     + SQL and RDBMS (Oracle or MySQL)- Knowledge about WebLogic, Http Apache is a plus.- Good understanding software principles and design patterns.- Good understanding of OOP programming, Data Structures & Algorithm- Familiar with Oracle, Spring boot- Good to have: knowledge in Banking, Stock/ Securities, Finance field.- Good problem solving & communication skills.- Detail-oriented, proactive, fast learner.- Communicate in Vietnamese & English- Ready to work in November, December 2022
"
768,Mid/Senior Java Software Engineers,"[
Java

, 
Spring

, 
Angular

]","
Viettel Complex Building, 285 Cach Mang Thang 8 Street, District 10, HCMC, District 10, Ho Chi Minh
See map

","
Key Qualifications:
Bachelor's degree in Computer Science/ Software Engineering or equivalent;
Solid Java experience and knowledge of threading, concurrency, web services (RESTful);
Good knowledge of OOP;
Good understanding of software principles and design patterns;
Experience with front-end technologies such as React or Angular;
Well-versed with Maven, JUnit, Git, and other development tools;
At least 3 years of experience in Java software development;
Good English speaking, reading, and writing;
Good understanding of Scrum and Agile;
Demonstrated organizational, analytical, and problem-solving skills;
Able to work with ""Can-Do"" spirit.
Bonus Points:
Knowledge of serverless architecture;
Experience with cloud providers, preferably, AWS;
Experience with automation frameworks such as Selenium/Cypress/Playwright;
Experience with SaaS business model.

"
769,"03 Backend Engineer (Java,Python,Golang)","[
Java

, 
Python

, 
Golang

]","
Century Tower, T14, Khu đô thị Times City, 458 Minh Khai, Hai Ba Trung, Ha Noi
See map

","

3+ years of experience in web development with strong knowledge of the Linux ecosystem.
2+ years of experience in designing and developing REST APIs and micro services with Python/Java/Go.
Experience in designing and developing API’s and backend services on various relational and NoSQL databases.
Experience with automated testing, CI/CD Jenkins, Docker containers, Kubernetes, caching techniques.
Strong working knowledge of data structures, algorithms, object oriented design, websocket, grpc is a nice to have.
Experience in call center, VoIP, CRM integration is a plus.
Familiarity with cloud platforms such as AWS, Azure or GCP is a plus.

"
770,[Fintech/ E-commerce] Backend Dev (Java),"[
Java

, 
MySQL

, 
Spring

]","
5th Floor, Viglacera Tower, No.1 Thang Long Avenue, Nam Tu Liem District, Hanoi, Nam Tu Liem, Ha Noi
See map

","

Tech Stack: Java Spring
Tối thiểu 2 năm kinh nghiệm lập trình Java. Có kinh nghiệm sử dụng các framework java như Spring, JPA/Hibernate,... hoặc tương đương trong dự án thực tế từ 2 năm.
Có kinh nghiệm sử dụng, tối ưu và thiết kế CSDL sử dụng một trong các hệ quản trị CSDL như Oracle, PostgreSQL, MySQL...
Có kinh nghiệm làm các hệ thống, sản phẩm thuộc nhóm ngành Payment, ecommerce, Super app, e-Wallet, Banking, financial, Loyalty.
Có kinh nghiệm xây dựng các hệ thống lớn, xây dựng sản phẩm theo kiến trúc Microservice.
Hiểu và có kinh nghiệm tham gia xây dựng sản phẩm theo phương pháp Agile Scrum.
Ưu tiên ứng viên đã từng xây các hệ thống headless.
Có kinh nghiệm với các hệ thống phân tán, các kỹ thuật caching là một lợi thế.

"
771,Middle/ Senior Developer (Java/ .NET),"[
Java

, 
.NET

, 
Angular

]","
Tầng 9 - Etown 3, 364 Cộng Hòa, phường 13, Tan Binh, Ho Chi Minh
See map

","
Technical requirements:
From 3 years of experience in software development using .NET or Java.
Having knowledge in Frontend (HTML5/CSS3/JS/ Bootstrap)
Experience in database: SQL Server, Oracle…
Ability to interpret and implement web designs. 
Experience with outsourcing/offshore processes. 
Willingness to troubleshoot and solve complex problems. 
Flexibility to adapt to changing instructions and requirements. 
Can communicate/ Read documents in English (speaking Japanese is a plus) 
Other skills:
Experience in leading a development team would be an advantage.
Excellent in logical thinking. Keen to learn new things at work.
Problem-solving skills, concentration, proactive and independent
Good interpersonal & teamwork spirit.
Able to work under high pressure.

"
772,"All Levels Java Dev (Spring, OOP)~$2500","[
Java

, 
OOP

, 
Spring

]","
90 Nguyễn Đình Chiểu, Đa Kao , District 1, Ho Chi Minh
See map

","
Bạn cần có:
Tốt nghiệp ĐH chuyên ngành CNTT hoặc tương đương.
Có ít nhất 2 năm kinh nghiệm lập trình với ngôn ngữ Java
Có kiến thức tốt về thuật toán, lập trình hướng đối tượng (OOP) Java/JEE và Spring (DI, AOP, IoC)
Kinh nghiệm làm Web service: MVC, RESTful (SOAP)
DB: SQL/JDBC và ORM/Hibernate (MySQL,Oracle)
Bạn có là lợi thế (Không bắt buộc):
Kiến thức HTML, CSS, JavaScript
Biết hoặc muốn tìm hiểu về frameworks JS (Angulars, VueJS,BackboneJS).
Apache Tomcat, Jboss…

"
773,[Hybrid-HN] Senior Java Dev-Upto 2500$,"[
Java

, 
English

, 
Spring

]","
82 Duy Tân, Cau Giay, Ha Noi
See map

","
​​Mandatory Skills:
Have a bachelor’s degree in Computer Science, Software Engineering or equivalent discipline.
> 3 years of industry experience
Experience working with large-scale production systems.
Strong Analytical and Problem Solving skills
Working knowledge of Java, Spring, Hibernate, REST, XML, JSON, Message Queues, databases – both relational and non-relational.
Experience in working bitbucket/git, Jenkins, docker, Messaging (JMS/AMQP/MQTT/Kafka), AWS\GCP,  Junit
Good at  English communication
Good to have skills:
Experience with noSQL (Cassandra/MongoDB)
Working knowledge of Storm, Kafka, Spark
Basic understanding of distributed systems and brokers like RabbitMQ, Kafka, Zookeeper, etc.

"
774,Android Engineer (Java/ Kotlin),"[
Android

, 
Java

, 
Kotlin

]","
5th Floor, H3 Building, 384 Hoang Dieu, District 4, Ho Chi Minh
See map

","

Bachelor Degree in Information Technology, Computer Science, or equivalent.
At least 3 years on Android Development.

Knowledge:
Programming languages: Kotlin, Java.
Application development: Application Lifecycle, basic UI elements & layout, basic animation technique.
Concurrency: Thread, Handler, AsyncTask, Memory optimization and scheduling technique.
Database: SQLite, ORMLite, Room
Network: JSON, REST API.
Android Architecture: MVP, MVVM.
Third-party libraries and APIs.
OpenGL development is a plus


Huge plus: strong English communication skills. 
FOR SENIOR LEVEL
Solid experience in optimization techniques: caching, lazy loading and memory management
Good knowledge of UI components and customization
Self-motivated, logical thinking, and a strong desire to build high-quality applications
Good leadership and effective communication in both verbal and nonverbal

"
775,"Senior DEVELOPER (Java, JSP, Spring)","[
Java

, 
Oracle

, 
Spring

]","
Unit 6, 8th floor, Cantavil An Phu, 1 Song Hanh str., An Phu ward, Thu Duc City, Ho Chi Minh
See map

","

The Age from 25~35 years old (No gender distinction)
At least a bachelor's or Engineer Degree in information technology, computer science, or related fields.
Having good communication and problem-solving skill.
Basic English communication.
Software development skills.
Experience in programming system development and operation: over 3 years.
Priority is given to candidates who can work as soon as possible.

"
776,JAVA Dev/Tech Lead ($1200 - 2000),"[
Java

, 
Spring

, 
Scrum

]","
Intracom Building, 82 Dich Vong Hau , Cau Giay, Ha Noi
See map

","
Job requirements:
At least 3 years of experience in software development with JAVA 7/ 8;
Proven expertise in web development using Spring 4 – Spring MVC frameworks;
ORM: Hibernate 4, JPA 2;
Experience in using Eclipse, FindBug plugin, Maven 3, Git 2.0;
A QA mindset and experience in JUNIT testing: Spring test, EasyMock, Spring datatest etc;
Knowledge of Centos and MariaDB (MySQL);
Experience with Microservices, Spring boot, Code Quality control: Sonar;
Proficiency in RESTFUL services;More for Technical Leader: 

Good leadership skills as you will play a model role and influence your team with your knowledge and Agile-infused experience of delivery;
Good analytical skills;
The ability to respond to issues/ problems related to the team or project, in a quick and effective manner;
Good communication skills;
Knowledge of Agile/Scrum methodologies;
Good logical thinking & problem-solving skills;
Strong at English. 

"
777,Mobile Apps Developer (ReactNative),"[
React Native

, 
TypeScript

, 
Flutter

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

Proficient in cross-platform Mobile App programming on React Native framework (at least 2+ years of experience). 
Ability to develop communication between mobile front-end and back-end systems with protocols: TCP / IP, Firebase, WebSocket, Web Service, and JSON / XML.
Familiar with source code version control tools like Git, SVN… 
Good knowledge of data structures and algorithms. 
Strong experience with programming languages / frameworks: TypeScript / Swift / Java / JavaScript / ReactJS. 
Experienced with build processes on setting up, configuring, and publishing React Native apps to App Store and Google Play.
Good troubleshooting and self-learning skills.
Having experience in Flutter is a plus.
Having experience in Web app using ReactJS is a plus.

"
778,Mobile Apps Developer (Flutter/IOS/Android) Up to $2500,"[
Flutter

, 
Android

, 
iOS

, 
Fresher Accepted

]","
1 Dao Duy Anh, Dong Da, Ha Noi
See map

","
* Kĩ năng yêu cầu
Có kinh nghiệm phát triển ứng dụng Mobile: Android/ios Native, sử dụng tốt Flutter/ React Native

Ưu tiên ứng viên có kinh nghiệm về Backend

Có kinh nghiệm：XML, JSON, REST, SOAP

Có kinh nghiệm hệ quản trị cơ sở dữ liệu như SQLite, My SQL, SQL Server.

Có kiến thức tốt về OOP, MVC Pattern,...

Ưu tiên ứng viên kinh nghiệm phát triển ứng dụng dành cho dịch vụ cloud
Có kinh nghiệm thiết kế tài liệu (tài liệu thiết kế chi tiết, tài liệu test case.)
Có kỹ năng đọc/viết tài liệu kỹ thuật bằng tiếng Anh hoặc tiếng Nhật.
Có khả năng làm việc tự chủ và kỹ năng làm việc theo nhóm. Khả năng nắm bắt, học hỏi kỹ thuật mới nhanh.
Có tinh thần trách nhiệm cao (với công việc, với khách hàng, với thành viên của Team và với chính mình)
Chi tiết khác trao đổi thêm khi phỏng vấn.
▼Địa điểm làm việc : Phòng 704, Tầng 7, Tòa nhà Ocean Park, số 1 Đào Duy Anh, Phường Phương Mai, Quận Đống Đa, Hà Nội.
"
779,"iOS Mobile Apps Dev (Swift, Objective C) ~ 35 triệu","[
iOS

, 
Swift

, 
Objective C

]","
4th floor, H10 building, No 2, lane 475 Nguyen Trai, Thanh Xuan, Ha Noi
See map

","

Trình độ Đại học chuyên ngành CNTT hoặc các chứng chỉ tương đương trở lên.
Có kinh nghiệm lập trình iOS, đã có kinh nghiệm đưa ứng dụng lên AppStore.
Có ít nhất 1.5 năm kinh nghiệm với Swift, iPhone SDK để phát triển ứng dụng smartphone.
Có kinh nghiệm sử dụng các thư viện và SDK hỗ trợ.
Có kiến thức cơ bản về lập trình, thuật toán, thiết kế hệ thống.
Đọc hiểu tài liệu tiếng Anh chuyên ngành 
Đam mê, chủ động công việc, có kỹ năng làm việc nhóm, làm việc độc lập
Chi tiết trao đổi trong buổi phỏng vấn
ƯU TIÊN:   
Đã có sản phẩm đưa lên AppStore
Có kinh nghiệm phát triển sản phẩm (product) 
Đã từng làm các công việc tương ứng trong dự án với đối tác/ khách hàng Nhật Bản

"
780,Mobile Apps Dev (IOS) - Up to $1800,"[
iOS

, 
Android

, 
Swift

]","
Lakeview 1, An Khanh Ward, District 2, HCMC, District 2, Ho Chi Minh
See map

","

At least 3 years working with iOS app development (Objective C, Swift)
Experience in developing high performing mobile applications: client - server application, fast and highly responsive.
Strong OOP knowledge. Familiar with Clean Architecture, Unit-testing and best practices in software development.
Some 3rd party library we use: Alamofire, Maps SDK, VoIP & Apple Push Notification service (APNs), Firebase.
Tools we use: GitHub, Jenkins, InvisionApp, Jira, Confluence, Slack, Xcode last version, Postman, Sketch.

"
781,"Mobile Apps Devs (Android, iOS)","[
iOS

, 
Android

]","
9 Đinh Tiên Hoàng, Phường Đa Kao, District 1, Ho Chi Minh
See map

","
Kỹ năng & Kinh Nghiệm
2 năm+ làm việc với Android/iOS.
Phát triển ứng dụng trên android studio với Java và iOS với Swift.
Có kinh nghiệm làm việc với Mapbox.
Có kiến thức tốt về OOP, Data Structures, Algorithm, UI/UX.
Có kinh nghiệm làm việc với server Linux, Restful API với ngôn ngữ Python, Java.
Có kinh nghiệm về MQTT, Rabbit MQ, FCM.
Từng làm việc với SQLite, MySQL, PostgreSQL.
Ưu tiên
Có kinh nghiệm giải thuật tìm đường online, offline.
Có kinh nghiệm làm việc trên hệ thống quản lý source code Gitlab
Có khả năng làm việc theo nhóm.
Năng động, nhiệt tình, chịu được áp lực công việc cao.
Có kinh nghiệm trong push notification.
Khả năng tự học hỏi và tính tự giác cao

"
782,Developer (NodeJS/ReactJS/PHP),"[
NodeJS

, 
ReactJS

, 
TypeScript

]","
271 Nguyễn Trọng Tuyển, Phường 10, Phu Nhuan, Ho Chi Minh
See map

","
Must haves:
A growth mindset: you need to be passionate about learning.
More than 2 years of full-time, professional software development experience.
Comfortable in or to learn of at least one of our core development platforms: NodeJS, PHP, React, Typescript.
An understanding of how to test software, from unit testing to system testing.
Proficient written and verbal communication, and ability to explain technical concepts clearly.
Ability to communicate both verbally and written in English
Nice to haves:
Experience in both UI and service development.
Experience in SaaS or product development.
Experience with Azure, Service-Oriented Architectures, API-driven development or microservices.
While technical skills are important, it is just as important for us find people who will positively contribute to our diverse culture.We encourage you to apply, even if you don't exactly meet the criteria above.
"
783,"NodeJS Developer (Javascript, TypeScript) ~ 1500$","[
NodeJS

, 
JavaScript

, 
TypeScript

, 
Fresher Accepted

]","
 Duong Dinh Nghe, Cau Giay, Ha Noi
See map

","
- Có từ 8 tháng kinh nghiệm NodeJS, NestJs, Express framework, Socket.io, Redis - Thao tác tốt với Javascript, TypeScript - Hiểu biết về MVC, ORM, Restful API, OOP, Design Patten. - Có kinh nghiệm làm việc với SQL và NoSQL như MongoDB - Kỹ năng làm việc nhóm, chịu áp lực cao. - Có kỹ năng tổ chức, quản lý công việc; xây dựng và quản lý tài liệu kỹ thuật. - Năng động sáng tạo, có khả năng tự nghiên cứu.Đối với level Middle: ứng viên có từ 3 năm kinh nghiệm NodeJS, NestJs, Express framework, Socket.io, Redis, Microservices và tiếng anh có khả năng nghe nói giao tiếp tốt.
"
784,"02 Fullstack Developers (NodeJS,ReactJS) in HCM","[
NodeJS

, 
Linux

, 
ReactJS

]","
TPP Soft - Head Office: 302 Le Van Sy Str., Tan Binh, Ho Chi Minh
See map

","

At least 3 years' experience working on Nodejs and Reactjs/Vuejs. Experience with Full-stack development is a big plus. 
Strong experience working with Linux, threading, concurrency, web services (RESTful), MongoDB, MySQL and have knowledge of Docker, Gitlab, CI/CD.
Experienced in real-time processing, write database structure and maintainable code.
Demonstrated organizational, analytical, and problem-solving skills.
Willing to learn different technology and take new challenges is a plus.
Good English communication is a big plus.

"
785,"06 Developers (NodeJS, ReactJS)","[
NodeJS

, 
Python

, 
ReactJS

]","
1C Ngo Quyen, Hoan Kiem, Ha Noi
See map

","
- University degree in IT, Computer Mathematics or related subjects.-  Minimum 2 years software development experience in NodeJS for backend developer and ReactJS for frontend developer- Fully understanding of SDLC, and able to comply SDLC in application development. -  We opens for all roles include fullstack developer, backend developer, frontend developer.- Experience on finance system and securities trading system is a advantage- Solid knowledge and experience on javascript programming stack is a must. - Solid knowledge and experience on Nodejs, Kafka, ActiveMQ, MongoDB, Redis- Able to translate user requirement to technical requirement. 
"
786,"FullStack Developer (PHP, NodeJS)","[
PHP

, 
NodeJS

, 
Laravel

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

At least 2+ years of experience developing back-end API services with Laravel/Lumen, Bootstrap 4/5.
At least 2+ years of experience developing front-end with ReactJS.
Good understanding of micro-services architecture, it is core principles, and challenges.
Good understanding of object-oriented analysis and design.
Proficient in Git, SVN.
Experience with MQ (Kafka), NoSQL DB (Cassandra), DB Search Engine (Elastic Search), Redis, MYSQL.

"
787,"Backend Developer (Java, Nodejs)","[
NodeJS

, 
Java

, 
Spring

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

At least 2+ years of experience developing back-end API services with Spring/Spring Boot.

At least 2+ years of experience developing back-end with NodeJS.
Good understanding of micro-services architecture, it is core principles, and challenges.
Good understanding of object-oriented analysis and design.
Proficient in Git, SVN.
Experience with Maven, Hibernate, Tomcat, Nginx.
Experience with MQ (Kafka), NoSQL DB (Cassandra), DB Search Engine (Elastic Search), Redis, MYSQL.

"
788,"FullStack Developer (ReactJS, NodeJS)","[
ReactJS

, 
JavaScript

, 
NodeJS

]","
MCV Complex, Lô B7, đường 19A, KCX Tân Thuận, P.Tân Thuận Đông, District 7, Ho Chi Minh
See map

","

At least 2+ years of experience developing back-end API services with Node.js.
At least 2+ years of experience developing front-end with ReactJS.
Proficient in JavaScript, ECMAScript6+, TypeScript, and knowledge of Nest.js.
Good understanding of micro-services architecture, it is core principles, and challenges.
Good understanding of object-oriented analysis and design.
Proficient in Git, SVN.
Experience with MQ (Kafka), NoSQL DB (Cassandra), DB Search Engine (Elastic Search), Redis, MYSQL.
Experience: Selenium with scrapy for dynamic pages is a big plus.

"
789,.NET/Java/NodeJS Backend Developer ~40M,"[
NodeJS

, 
Java

, 
.NET

]","
TT-02, Khu văn phòng và nhà ở 536A Minh Khai, Phường Vĩnh Tuy, Hai Ba Trung, Ha Noi
See map

","

Có ít nhất 2 năm kinh nghiệm viết API Restful với Java/ NodeJS/ .NET, Entity Framework
Có kinh nghiệm xây dựng hệ thống lớn, giải quyết các vấn đề hiệu năng sẽ là một lợi thế.
Kỹ năng làm việc nhóm tốt.
Có kiến  thức phát triển dịch vụ sử dụng REST API.
Sử dụng thành thạo Linux / Unix, biết lập trình script (shell) là lợi thế.

"
790,Backend Developer (Python/NodeJS/Django),"[
Python

, 
Django

, 
NodeJS

]","
96 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, District 3, Ho Chi Minh
See map

","

Minimum 2 years of experience

Fluently use Python language and related frameworks such as Flask, FastAPI,,….

Proficient in relational database design.
Have knowledge about Kubernetes, microservices
Experience in using pub/sub systems, caching, search engines.
Having experience in Nodejs, Go is a plus.

"
791,"Senior Backend Developer (NodeJS, Python) - Hybrid","[
NodeJS

, 
AWS

, 
Python

]","
C5, D'capitale Building, 119 Tran Duy Hung, Cau Giay, Ha Noi
See map

","
MINIMUM QUALIFICATIONS
Demonstrated proficiency and knowledge of backend development and general practices. While most of our services use NodeJS (with some Kotlin and Python), mastery of NodeJS/Kotlin/Python is preferable but not required as long as you have the ability to learn other programming languages as needed
3+ years of relevant experience in building backend applications and services.
Knowledge of source version control and familiarity with at least one VCS such as Github or Gitlab
Self-motivated, organized, customer-obsessed, with a high level of integrity and ethics
Sufficient English communication skills (both verbal and written)
PREFERRED QUALIFICATIONS
Higher degree or equivalent practical experience in Engineering, Computer Science or Software Development
Experience with SQL databases such as PostgreSQL
Experience with microservices architecture, distributed system, scaling applications, or full stack development
Ability to learn new programming languages and practices as required
Demonstrated ability to share knowledge, review code, translate business requirements to technical requirements, and take ownership of your work

"
792,"Backend Developer (NodeJs, AWS)","[
NodeJS

, 
DevOps

, 
AWS

]","
Toà nhà M.G Building, 345 Phạm Văn Bạch, Phường 15, Tan Binh, Ho Chi Minh
See map

","

Diploma/Degree in Computer Science or related fields.
At least 3 years experience as a Back-end developer.
Experience with NodeJS/Javascript ans DevOps (AWS)
Experience with cloud computing (AWS EC2, Lambda, DynamoDB, Google Cloud Platform).
Experience with AWS web services or other Cloud technologies.
Knowledge of Agile project management tools, e.g. JIRA.
Understanding of HTTP/HTTPS protocol, RESTful data structures, and JSON format.
Familiar with Git version control system with GitHub/Bitbucket.
Experience with serverless and microservice architecture (AWS Lambda, Google Cloud Function…) is aplus.
Ability to manage multiple work initiatives and exercise good judgment as well as balance risks inambiguous and complex situations.
Good English skills (both spoken and written).

"
